timestamp,frame,session_id,lecture_id,course_id,face_detected,confidence,status,engagement_score,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,smile_intensity,confusion_level,drowsiness_level
2025-11-26T10:33:49.466201,1,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,52.86,-0.0062,-0.0036,-0.005,0.0006,-0.0015,-0.0049,22.14,-153.15,-83.35,-381.82,2642.34,-159.52,-12.1,6.48,3.68,2.79,1.32,2.62,4.11,2.38,2.62,3.69,2.65,1.86,2.35,5.0,2.21,1.81,3.19,4.6,0.0,3.38,2.6,0
2025-11-26T10:33:50.246336,2,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,0,0.0,no_face,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-26T10:33:51.311666,3,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,51.91,-0.0042,-0.0037,-0.0043,0.0022,-0.0005,-0.0043,8.49,-156.2,156.39,-219.71,3065.74,-166.89,-0.95,8.38,3.05,2.35,1.95,3.01,3.51,1.99,2.23,3.28,1.99,1.39,3.01,5.0,1.66,1.12,3.88,4.28,0.0,2.75,2.45,0
2025-11-26T10:33:52.306840,4,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,52.78,-0.0026,-0.0034,-0.0047,0.0016,-0.0015,-0.0047,4.69,-153.36,104.92,-84.11,2897.65,-165.61,1.55,8.42,3.47,2.61,1.53,3.02,3.66,1.98,2.46,3.24,2.28,1.6,2.72,5.0,1.9,0.22,4.78,3.93,0.0,2.97,2.54,0
2025-11-26T10:33:53.308340,5,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,53.18,-0.0038,-0.004,-0.0048,0.0016,-0.0007,-0.0047,10.03,-155.67,157.99,-156.05,2843.23,-162.22,-5.95,9.27,3.52,2.68,1.48,3.07,3.7,1.93,2.43,2.72,2.33,1.63,2.67,5.0,1.94,0.76,4.24,4.25,0.0,3.02,2.56,0
2025-11-26T10:33:54.374882,6,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,52.96,-0.0037,-0.0032,-0.0048,-0.0002,-0.0006,-0.0045,-159.69,-159.13,283.87,-106.19,2743.12,-161.1,-17.82,9.64,4.11,3.15,0.89,3.07,3.68,1.93,2.41,1.95,2.33,1.63,2.67,5.0,1.94,0.27,4.73,4.22,0.0,3.0,2.72,0
2025-11-26T10:33:55.432693,7,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,0,0.0,no_face,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-26T10:33:56.443398,8,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,0,0.0,no_face,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-26T10:33:57.457744,9,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,54.29,-0.0034,-0.004,-0.0049,0.0012,-0.0004,-0.0047,10.08,-157.92,310.71,-133.03,2702.06,-165.56,-19.09,12.46,4.03,3.12,0.97,3.4,3.64,1.6,2.43,2.56,2.33,1.63,2.67,5.0,1.94,0.17,4.83,4.37,0.0,2.99,2.71,0
2025-11-26T10:33:58.460397,10,student_1_lec_99983acc_abadcca7,lec_99983acc,iot101,1,0.95,engaged,52.46,-0.0032,-0.0033,-0.0048,0.0015,-0.002,-0.0048,7.89,-151.66,113.61,-100.56,2720.27,-168.19,3.95,9.5,3.64,2.8,1.36,2.82,3.85,2.18,2.46,3.77,2.33,1.63,2.67,5.0,1.94,0.45,4.55,4.6,0.0,3.09,2.6,0
